資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長さ	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
20-045-01	保延本法華経単字	1	1	妙	妙	妙	妙			1	1	平・〔朱〕去濁	平・去濁	〔院政〕ヘウ	ヘウ	无[去]少[平]反				121	
20-045-01	保延本法華経単字	2	2	无	无	无	无			1	1	〔朱〕去	去							121	「妙」反切上字
20-045-01	保延本法華経単字	3	3	少	少	少	少			1	1	〔朱〕平	平							121	「妙」反切下字
20-045-01	保延本法華経単字	4	4	法	法	法	法			1	1	入・〔朱〕上	入・上	〔院政〕ハウ	ハウ	方[去]邑[入]反				122	
20-045-01	保延本法華経単字	5	5	方	方	方	方			1	1	〔朱〕去	去							122	「法」反切上字
20-045-01	保延本法華経単字	6	6	邑	邑	邑	邑			1	1	〔朱〕入	入							122	「法」反切下字
20-045-01	保延本法華経単字	7	7	蓮	蓮	蓮	蓮			1	1	去・〔朱〕平	去・平	〔院政〕レン	レン	力[入]田[去濁]反				123	
20-045-01	保延本法華経単字	8	8	力	力	力	力			1	1	〔朱〕入	入							123	「蓮」反切上字
20-045-01	保延本法華経単字	9	9	田	田	田	田			1	1	〔朱〕去濁	去濁							123	「蓮」反切下字
20-045-01	保延本法華経単字	10	10	華	華	華	華			1	1	去・〔朱〕平濁	去・平濁	〔院政〕クワア	クワア	果[平]廻[上]反・〔イ本〕廻[上]果[平]				124	
20-045-01	保延本法華経単字	11	11	果	果	果	果			1	1	〔朱〕平	平							124	「華」反切上字
20-045-01	保延本法華経単字	12	12	廻	廻	廻	廻			1	1	〔朱〕上	上							124	「華」反切下字
20-045-01	保延本法華経単字	13	13	廻	廻	廻	廻			1	1	〔朱〕上	上							124	「華」反切上字
20-045-01	保延本法華経単字	14	14	果	果	果	果			1	1	〔朱〕平	平							124	「華」反切下字
20-045-01	保延本法華経単字	15	15	經	經	經	經			1	1	去・〔朱〕平	去・平	〔院政〕ケイ	ケイ	古[平]令[去]反・去[平]○				131	
20-045-01	保延本法華経単字	16	16	古	古	古	古			1	1	〔朱〕平	平							131	「經」反切上字
20-045-01	保延本法華経単字	17	17	令	令	令	令			1	1	〔朱〕去	去							131	「經」反切下字
20-045-01	保延本法華経単字	18	18	去	去	去	去			1	1	〔朱〕平	平							131	「經」反切上字
20-045-01	保延本法華経単字	19	19	序	序	序	序			1	1	平濁	平濁			自[平濁]女[平]反				132	
20-045-01	保延本法華経単字	20	20	自	自	自	自			1	1	〔朱〕平濁	平濁							132	「序」反切上字
20-045-01	保延本法華経単字	21	21	女	女	女	女			1	1	〔朱〕平	平							132	「序」反切下字
20-045-01	保延本法華経単字	22	22	品	品	品	品			1	1	平	平			普[平]飲[平]_				133	
20-045-01	保延本法華経単字	23	23	普	普	普	普			1	1	〔朱〕平	平							133	「品」反切上字
20-045-01	保延本法華経単字	24	24	飲	飲	飲	飲			1	1	〔朱〕平	平							133	「品」反切下字
20-045-01	保延本法華経単字	25	25	第	第	第	第			1	1	平濁	平濁			度[平濁]界[平]_				134	
20-045-01	保延本法華経単字	26	26	度	度	度	度			1	1	〔朱〕平濁	平濁							134	「第」反切上字
20-045-01	保延本法華経単字	27	27	界	界	界	界			1	1	〔朱〕平	平							134	「第」反切下字
20-045-01	保延本法華経単字	28	28	一	一	一	一			1	1	入	入			因[去]吉[入]_				141	
20-045-01	保延本法華経単字	29	29	因	因	因	因			1	1	〔朱〕去	去							141	「一」反切上字
20-045-01	保延本法華経単字	30	30	吉	吉	吉	吉			1	1	〔朱〕入	入							141	「一」反切下字
20-045-01	保延本法華経単字	31	31	如	如	如	如			1	1	去	去			忍[平]慮[去]_				142	
20-045-01	保延本法華経単字	32	32	忍	忍	忍	忍			1	1	〔朱〕平	平							142	「如」反切上字
20-045-01	保延本法華経単字	33	33	慮	慮	慮	慮			1	1	〔朱〕去	去							142	「如」反切下字
20-045-01	保延本法華経単字	34	34	是	是	是	是			1	1	平濁	平濁			自[平濁]價[平]_・時[去濁]價[平]				143	
20-045-01	保延本法華経単字	35	35	自	自	自	自			1	1	〔朱〕平濁	平濁							143	「是」反切上字
20-045-01	保延本法華経単字	36	36	價	價	價	價			1	1	〔朱〕平	平							143	「是」反切下字
20-045-01	保延本法華経単字	37	37	時	時	時	時			1	1	〔朱〕去濁	去濁							143	「是」反切上字
20-045-01	保延本法華経単字	38	38	價	價	價	價			1	1	〔朱〕平	平							143	「是」反切下字
20-045-01	保延本法華経単字	39	39	我	我	我	我			1	1	平	平			語[平濁]阿[平]_				144	
20-045-01	保延本法華経単字	40	40	語	語	語	語			1	1	〔朱〕平濁	平濁							144	「我」反切上字
20-045-01	保延本法華経単字	41	41	阿	阿	阿	阿			1	1	〔朱〕平	平							144	「我」反切下字
20-045-01	保延本法華経単字	42	42	聞	聞	聞	聞			1	1	去	去			无[去]尊[去]_				211	
20-045-01	保延本法華経単字	43	43	无	无	无	无			1	1	〔朱〕去	去							211	「聞」反切上字
20-045-01	保延本法華経単字	44	44	尊	尊	尊	尊			1	1	〔朱〕去	去							211	「聞」反切下字
20-045-01	保延本法華経単字	45	45	時	時	時	時			1	1	上	上			受[平濁]醫[上]_				212	
20-045-01	保延本法華経単字	46	46	受	受	受	受			1	1	〔朱〕平濁	平濁							212	「時」反切上字
20-045-01	保延本法華経単字	47	47	醫	醫	醫	醫			1	1	〔朱〕上	上							212	「時」反切下字
20-045-01	保延本法華経単字	48	48	佛	佛	佛	佛			1	1	入濁	入濁			部[平濁]崛[入]_・_[入]				213	
20-045-01	保延本法華経単字	49	49	部	部	部	部			1	1	〔朱〕平濁	平濁							213	「佛」反切上字
20-045-01	保延本法華経単字	50	50	崛	崛	崛	崛			1	1	〔朱〕入	入							213	「佛」反切下字
20-045-01	保延本法華経単字	51	51	_	_	_	_			1	1	〔朱〕入	入							213	「佛」反切下字
20-045-01	保延本法華経単字	52	52	住	住	住	住			1	1					頭[去濁]久[平]_				214	
20-045-01	保延本法華経単字	53	53	頭	頭	頭	頭			1	1	〔朱〕去濁	去濁							214	「住」反切上字
20-045-01	保延本法華経単字	54	54	久	久	久	久			1	1	〔朱〕平	平							214	「住」反切下字
20-045-01	保延本法華経単字	55	55	王	王	王	王			1	1	去	去			往[平]訪[去]_				221	
20-045-01	保延本法華経単字	56	56	往	往	往	往			1	1	〔朱〕平	平							221	「王」反切上字
20-045-01	保延本法華経単字	57	57	訪	訪	訪	訪			1	1	〔朱〕去	去							221	「王」反切下字
20-045-01	保延本法華経単字	58	58	舎	舎	舎	舎			1	1	上	上			色[入]若[平]_				222	
20-045-01	保延本法華経単字	59	59	色	色	色	色			1	1	〔朱〕入	入							222	「舎」反切上字
20-045-01	保延本法華経単字	60	60	若	若	若	若			1	1	〔朱〕平	平							222	「舎」反切下字
20-045-01	保延本法華経単字	61	61	城	城	城	城			1	1	上濁	上濁			自[平濁]令[去]_・事[平濁]○				223	
20-045-01	保延本法華経単字	62	62	自	自	自	自			1	1	〔朱〕平濁	平濁							223	「城」反切上字
20-045-01	保延本法華経単字	63	63	令	令	令	令			1	1	〔朱〕去	去							223	「城」反切下字
20-045-01	保延本法華経単字	64	64	事	事	事	事			1	1	〔朱〕平濁	平濁							223	「城」反切上字
20-045-01	保延本法華経単字	65	65	耆	耆	耆	耆			1	1	去濁	去濁			後[平濁]伊[去]_				224	
20-045-01	保延本法華経単字	66	66	後	後	後	後			1	1	〔朱〕平濁	平濁							224	「耆」反切上字
20-045-01	保延本法華経単字	67	67	伊	伊	伊	伊			1	1	〔朱〕去	去							224	「耆」反切下字
20-045-01	保延本法華経単字	68	68	闍	闍	闍	闍			1	1	上	上			視[平]車[去]_・親[平]○				231	
20-045-01	保延本法華経単字	69	69	視	視	視	視			1	1	〔朱〕平	平							231	「闍」反切上字
20-045-01	保延本法華経単字	70	70	車	車	車	車			1	1	〔朱〕去	去							231	「闍」反切下字
20-045-01	保延本法華経単字	71	71	親	親	親	親			1	1	〔朱〕平	平							231	「闍」反切上字
20-045-01	保延本法華経単字	72	72	崛	崛	崛	崛			1	1	入	入			倶[去]出[入]_				232	
20-045-01	保延本法華経単字	73	73	倶	倶	倶	倶			1	1	〔朱〕去	去							232	「崛」反切上字
20-045-01	保延本法華経単字	74	74	出	出	出	出			1	1	〔朱〕入	入							232	「崛」反切下字
20-045-01	保延本法華経単字	75	75	山	山	山	山			1	1	去	去			志[去]圓[去]_				233	
20-045-01	保延本法華経単字	76	76	志	志	志	志			1	1	〔朱〕去	去							233	「山」反切上字
20-045-01	保延本法華経単字	77	77	圓	圓	圓	圓			1	1	〔朱〕去	去							233	「山」反切下字
20-045-01	保延本法華経単字	78	78	中	中	中	中			1	1	去	去			知[去]龍[去]・〔下欄イ本〕智[平]○				234	
20-045-01	保延本法華経単字	79	79	知	知	知	知			1	1	〔朱〕去	去							234	「中」反切上字
20-045-01	保延本法華経単字	80	80	龍	龍	龍	龍			1	1	〔朱〕去	去							234	「中」反切下字
20-045-01	保延本法華経単字	81	81	智	智	智	智			1	1	〔朱〕平	平							234	「中」反切上字。下欄墨書
20-045-01	保延本法華経単字	82	82	與	與	與	與			1	1	平	平			用[平]古[平]_・○去[平]				311	
20-045-01	保延本法華経単字	83	83	用	用	用	用			1	1	〔朱〕平	平							311	「與」反切上字
20-045-01	保延本法華経単字	84	84	古	古	古	古			1	1	〔朱〕平	平							311	「與」反切下字
20-045-01	保延本法華経単字	85	85	去	去	去	去			1	1	〔朱〕平	平							311	「與」反切下字
20-045-01	保延本法華経単字	86	86	大	大	大	大			1	1	平濁	平濁			達[入濁]界[平]_				312	
20-045-01	保延本法華経単字	87	87	達	達	達	達			1	1	〔朱〕入濁	入濁							312	「大」反切上字
20-045-01	保延本法華経単字	88	88	界	界	界	界			1	1	〔朱〕平	平							312	「大」反切下字
20-045-01	保延本法華経単字	89	89	比	比	比	比			1	1	平濁	平濁			鼻[平濁]至[平]_				313	
20-045-01	保延本法華経単字	90	90	鼻	鼻	鼻	鼻			1	1	〔朱〕平濁	平濁							313	「比」反切上字
20-045-01	保延本法華経単字	91	91	至	至	至	至			1	1	〔朱〕平	平							313	「比」反切下字
20-045-01	保延本法華経単字	92	92	丘	丘	丘	丘			1	1	上	上			古[平]不[去]_・去[平]○				314	
20-045-01	保延本法華経単字	93	93	古	古	古	古			1	1	〔朱〕平	平							314	「丘」反切上字
20-045-01	保延本法華経単字	94	94	不	不	不	不			1	1	〔朱〕去	去							314	「丘」反切下字
20-045-01	保延本法華経単字	95	95	去	去	去	去			1	1	〔朱〕平	平							314	「丘」反切上字
20-045-01	保延本法華経単字	96	96	衆	衆	衆	衆			1	1	平	平			者[平]諷[平]_				321	
20-045-01	保延本法華経単字	97	97	者	者	者	者			1	1	〔朱〕平	平							321	「衆」反切上字
20-045-01	保延本法華経単字	98	98	諷	諷	諷	諷			1	1	〔朱〕平	平							321	「衆」反切下字
20-045-01	保延本法華経単字	99	99	萬	万	萬	万			1	1	平	平			无[去]半[平]_				322	
20-045-01	保延本法華経単字	100	100	无	无	无	无			1	1	〔朱〕去	去							322	「万」反切上字
20-045-01	保延本法華経単字	101	101	半	半	半	半			1	1	〔朱〕平	平							322	「万」反切下字
20-045-01	保延本法華経単字	102	102	二	二	二	二			1	1	平	平			奴[去]四[平]_・日[入]○				323	平声点虫損か。原本によっても判読困難。
20-045-01	保延本法華経単字	103	103	奴	奴	奴	奴			1	1	〔朱〕去	去							323	「二」反切上字
20-045-01	保延本法華経単字	104	104	四	四	四	四			1	1	〔朱〕平	平							323	「二」反切下字
20-045-01	保延本法華経単字	105	105	日	日	日	日			1	1	〔朱〕入	入							323	「二」反切上字
20-045-01	保延本法華経単字	106	106	千	千	千	千			1	1	去	去			作[平]田[去濁]_・切[入]○				324	
20-045-01	保延本法華経単字	107	107	作	作	作	作			1	1	〔朱〕平	平							324	「千」反切上字
20-045-01	保延本法華経単字	108	108	田	田	田	田			1	1	〔朱〕去濁	去濁							324	「千」反切下字
20-045-01	保延本法華経単字	109	109	切	切	切	切			1	1	〔朱〕入	入							324	「千」反切上字
20-045-01	保延本法華経単字	110	110	人	人	人	人			1	1	去	去			忍[平]真[去]_				331	
20-045-01	保延本法華経単字	111	111	忍	忍	忍	忍			1	1	〔朱〕平	平							331	「人」反切上字
20-045-01	保延本法華経単字	112	112	眞	真	眞	真			1	1	〔朱〕去	去							331	「人」反切下字
20-045-01	保延本法華経単字	113	113	倶	倶	倶	倶			1	1	上濁	上濁			加[平]雨[上]_				332	
20-045-01	保延本法華経単字	114	114	加	加	加	加			1	1	〔朱〕平	平							332	「倶」反切上字
20-045-01	保延本法華経単字	115	115	雨	雨	雨	雨			1	1	〔朱〕上	上							332	「倶」反切下字
20-045-01	保延本法華経単字	116	116	皆	皆	皆	皆			1	1	去	去			加[平]乃[去]_・去[平]○				333	
20-045-01	保延本法華経単字	117	117	加	加	加	加			1	1	〔朱〕平	平							333	「皆」反切上字
20-045-01	保延本法華経単字	118	118	乃	乃	乃	乃			1	1	〔朱〕去	去							333	「皆」反切下字
20-045-01	保延本法華経単字	119	119	去	去	去	去			1	1	〔朱〕平	平							333	「皆」反切上字
20-045-01	保延本法華経単字	120	120	阿	阿	阿	阿			1	1	平	平			有[平]何[去濁]_				334	
20-045-01	保延本法華経単字	121	121	有	有	有	有			1	1	〔朱〕平	平							334	「阿」反切上字
20-045-01	保延本法華経単字	122	122	何	何	何	何			1	1	〔朱〕去濁	去濁							334	「阿」反切下字
20-045-01	保延本法華経単字	123	123	羅	羅	羅	羅			1	1	去	去			力[入]何[去濁]_・各[入]○				341	
20-045-01	保延本法華経単字	124	124	力	力	力	力			1	1	〔朱〕入	入							341	「羅」反切上字
20-045-01	保延本法華経単字	125	125	何	何	何	何			1	1	〔朱〕去濁	去濁							341	「羅」反切下字
20-045-01	保延本法華経単字	126	126	各	各	各	各			1	1	〔朱〕入	入							341	「羅」反切上字
20-045-01	保延本法華経単字	127	127	漢	漢	漢	漢			1	1	平	平			加[平]讃[平]_・久[平]○				342	
20-045-01	保延本法華経単字	128	128	加	加	加	加			1	1	〔朱〕平	平							342	「漢」反切上字
20-045-01	保延本法華経単字	129	129	讃	讃	讃	讃			1	1	〔朱〕平	平							342	「漢」反切下字
20-045-01	保延本法華経単字	130	130	久	久	久	久			1	1	〔朱〕平	平							342	「漢」反切上字
20-045-01	保延本法華経単字	131	131	諸	諸	諸	諸			1	1					之[去]如[去]_				343	
20-045-01	保延本法華経単字	132	132	之	之	之	之			1	1	〔朱〕去	去							343	「諸」反切上字
20-045-01	保延本法華経単字	133	133	如	如	如	如			1	1	〔朱〕去	去							343	「諸」反切下字
20-045-01	保延本法華経単字	134	134	漏	漏	漏	漏			1	1	平	平			力[入]古[平]_・来[去]去[平]				344	
20-045-01	保延本法華経単字	135	135	力	力	力	力			1	1	〔朱〕入	入							344	「漏」反切上字
20-045-01	保延本法華経単字	136	136	古	古	古	古			1	1	〔朱〕平	平							344	「漏」反切下字
20-045-01	保延本法華経単字	137	137	來	来	來	来			1	1	〔朱〕去	去							344	「漏」反切上字
20-045-01	保延本法華経単字	138	138	去	去	去	去			1	1	〔朱〕平	平							344	「漏」反切下字
20-045-01	保延本法華経単字	139	139	已	已	已	已			1	1	平	平			羊[去]此[平]反・○止[平]				411	
20-045-01	保延本法華経単字	140	140	羊	羊	羊	羊			1	1	〔朱〕去	去							411	「己」字反切上字
20-045-01	保延本法華経単字	141	141	此	此	此	此			1	1	〔朱〕平	平							411	「己」字反切下字
20-045-01	保延本法華経単字	142	142	止	止	止	止			1	1	〔朱〕平	平							411	「己」字反切下字
20-045-01	保延本法華経単字	143	143	盡	盡	盡	盡			1	1	平濁	平濁			坐[平濁]印[平]_・時[去濁]○				412	
20-045-01	保延本法華経単字	144	144	坐	坐	坐	坐			1	1	〔朱〕平濁	平濁							412	「盡」字反切上字
20-045-01	保延本法華経単字	145	145	印	印	印	印			1	1	〔朱〕平	平							412	「盡」字反切下字
20-045-01	保延本法華経単字	146	146	時	時	時	時			1	1	〔朱〕去濁	去濁							412	「盡」字反切上字
20-045-01	保延本法華経単字	147	147	無	無	無	無			1	1	去	去			弥[去]夫[去濁]反・亡[平]風[去]				413	
20-045-01	保延本法華経単字	148	148	彌	弥	彌	弥			1	1	〔朱〕去	去							413	「無」字反切上字
20-045-01	保延本法華経単字	149	149	夫	夫	夫	夫			1	1	〔朱〕去濁	去濁							413	「無」字反切下字
20-045-01	保延本法華経単字	150	150	亡	亡	亡	亡			1	1	〔朱〕平	平							413	「無」字反切上字
20-045-01	保延本法華経単字	151	151	風	風	風	風			1	1	〔朱〕去	去							413	「無」字反切下字
20-045-01	保延本法華経単字	152	152	復	復	復	復			1	1	平	平			歩[平濁]久[平]_				414	
20-045-01	保延本法華経単字	153	153	歩	歩	歩	歩			1	1	〔朱〕平濁	平濁							414	「復」字反切上字
20-045-01	保延本法華経単字	154	154	久	久	久	久			1	1	〔朱〕平	平							414	「復」字反切下字
20-045-01	保延本法華経単字	155	155	煩	煩	煩	煩			1	1	去･平	去･平			辧[平濁]根[去]_				421	
20-045-01	保延本法華経単字	156	156	辧	辧	辧	辧			1	1	〔朱〕平濁	平濁							421	「煩」字反切上字
20-045-01	保延本法華経単字	157	157	根	根	根	根			1	1	〔朱〕去	去							421	「煩」字反切下字
20-045-01	保延本法華経単字	158	158	惱	悩	惱	悩			1	1	平	平			而[去]道[入濁]_・納[入]○				422	
20-045-01	保延本法華経単字	159	159	而	而	而	而			1	1	〔朱〕去	去							422	「悩」字反切上字
20-045-01	保延本法華経単字	160	160	道	道	道	道			1	1	〔朱〕入濁	入濁							422	「悩」字反切下字
20-045-01	保延本法華経単字	161	161	納	納	納	納			1	1	〔朱〕入	入							422	「悩」字反切上字
20-045-01	保延本法華経単字	162	162	逮	逮	逮	逮			1	1	平	平			都[平]界[平]_				423	
20-045-01	保延本法華経単字	163	163	都	都	都	都			1	1	〔朱〕平	平							423	「逮」字反切上字
20-045-01	保延本法華経単字	164	164	界	界	界	界			1	1	〔朱〕平	平							423	「逮」字反切下字
20-045-01	保延本法華経単字	165	165	得	得	得	得			1	1	入	入			等[平]勒[入]_				424	
20-045-01	保延本法華経単字	166	166	等	等	等	等			1	1	〔朱〕平	平							424	「得」字反切上字
20-045-01	保延本法華経単字	167	167	勒	勒	勒	勒			1	1	〔朱〕入	入							424	「得」字反切下字
20-045-01	保延本法華経単字	168	168	己	己	己	己			1	1	平	平			古[去]土[平濁]反・居[去]○				431	
20-045-01	保延本法華経単字	169	169	古	古	古	古			1	1	〔朱〕去	去							431	「己」字反切上字
20-045-01	保延本法華経単字	170	170	土	土	土	土			1	1	〔朱〕平濁	平濁							431	「己」字反切下字
20-045-01	保延本法華経単字	171	171	居	居	居	居			1	1	〔朱〕去	去							431	「己」字反切上字
20-045-01	保延本法華経単字	172	172	利	利	利	利			1	1	平	平			力[入]二[平]_				432	
20-045-01	保延本法華経単字	173	173	力	力	力	力			1	1	〔朱〕入	入							432	「利」字反切上字
20-045-01	保延本法華経単字	174	174	二	二	二	二			1	1	〔朱〕平	平							432	「利」字反切下字
20-045-01	保延本法華経単字	175	175	有	有	有	有			1	1					阿[去]久[平]_・阿[平]救[平]				433	
20-045-01	保延本法華経単字	176	176	阿	阿	阿	阿			1	1	〔朱〕去	去							433	「有」字反切上字
20-045-01	保延本法華経単字	177	177	久	久	久	久			1	1	〔朱〕平	平							433	「有」字反切下字
20-045-01	保延本法華経単字	178	178	阿	阿	阿	阿			1	1	〔朱〕平	平							433	「有」字反切上字
20-045-01	保延本法華経単字	179	179	救	救	救	救			1	1	〔朱〕平	平							433	「有」字反切下字
20-045-01	保延本法華経単字	180	180	結	結	結	結			1	1	入	入			居[去]説[入]_				434	
20-045-01	保延本法華経単字	181	181	居	居	居	居			1	1	〔朱〕去	去							434	「結」字反切上字
20-045-01	保延本法華経単字	182	182	説	説	説	説			1	1	〔朱〕入	入							434	「結」字反切下字
20-045-01	保延本法華経単字	183	183	心	心	心	心			1	1	去	去			作[平]林[去]反・息[入]○				511	
20-045-01	保延本法華経単字	184	184	作	作	作	作			1	1	〔朱〕平	平							511	「心」字反切上字
20-045-01	保延本法華経単字	185	185	林	林	林	林			1	1	〔朱〕去	去							511	「心」字反切下字
20-045-01	保延本法華経単字	186	186	息	息	息	息			1	1	〔朱〕入	入							511	「心」字反切上字
20-045-01	保延本法華経単字	187	187	自	自	自	自			1	1	平濁	平濁			事[平濁]二[平]_・坐[平濁]○				512	
20-045-01	保延本法華経単字	188	188	事	事	事	事			1	1	〔朱〕平濁	平濁							512	「自」字反切上字
20-045-01	保延本法華経単字	189	189	二	二	二	二			1	1	〔朱〕平	平							512	「自」字反切下字
20-045-01	保延本法華経単字	190	190	坐	坐	坐	坐			1	1	〔朱〕平濁	平濁							512	「自」字反切上字
20-045-01	保延本法華経単字	191	191	在	在	在	在			1	1	平濁	平濁	サイ	サイ	字[平濁]内[平]_・座[平濁]人[平]				513	
20-045-01	保延本法華経単字	192	192	字	字	字	字			1	1	〔朱〕平濁	平濁							513	「在」字反切上字
20-045-01	保延本法華経単字	193	193	内	内	内	内			1	1	〔朱〕平	平							513	「在」字反切上字
20-045-01	保延本法華経単字	194	194	座	座	座	座			1	1	〔朱〕平濁	平濁							513	「在」字反切上字
20-045-01	保延本法華経単字	195	195	人	人	人	人			1	1	〔朱〕平	平							513	「在」字反切上字
20-045-01	保延本法華経単字	196	196	其	其	其	其			1	1	去濁	去濁			我[平濁]於[去]_・義[平濁]○				514	
20-045-01	保延本法華経単字	197	197	我	我	我	我			1	1	〔朱〕平濁	平濁							514	「其」字反切上字
20-045-01	保延本法華経単字	198	198	於	於	於	於			1	1	〔朱〕去	去							514	「其」字反切下字
20-045-01	保延本法華経単字	199	199	義	義	義	義			1	1	〔朱〕平濁	平濁							514	「其」字反切上字
20-045-01	保延本法華経単字	200	200	名	名	名	名			1	1	上	上			无[去]并[去濁]_・○羊[去]				521	
20-045-01	保延本法華経単字	201	201	无	无	无	无			1	1	〔朱〕去	去							521	「名」字反切上字
20-045-01	保延本法華経単字	202	202	并	并	并	并			1	1	〔朱〕去濁	去濁							521	「名」字反切下字
20-045-01	保延本法華経単字	203	203	羊	羊	羊	羊			1	1	〔朱〕去	去							521	「名」字反切下字
20-045-01	保延本法華経単字	204	204	曰	曰	曰	曰			1	1	入	入	ワツ	ワツ	廻[去]薩[入]_				522	
20-045-01	保延本法華経単字	205	205	廻	廻	廻	廻			1	1	〔朱〕去	去							522	「曰」字反切上字
20-045-01	保延本法華経単字	206	206	薩	薩	薩	薩			1	1	〔朱〕入	入							522	「曰」字反切下字
20-045-01	保延本法華経単字	207	207	若	若	若	若			1	1	平	平	ニヤク	ニヤク	汝[平]者[平]_・汝[平]藥[入]_				523	
20-045-01	保延本法華経単字	208	208	汝	汝	汝	汝			1	1	〔朱〕平	平							523	「若」字反切上字
20-045-01	保延本法華経単字	209	209	者	者	者	者			1	1	〔朱〕平	平							523	「若」字反切下字
20-045-01	保延本法華経単字	210	210	汝	汝	汝	汝			1	1	〔朱〕平	平							523	「若」字反切上字
20-045-01	保延本法華経単字	211	211	藥	藥	藥	藥			1	1	〔朱〕入	入							523	「若」字反切下字
20-045-01	保延本法華経単字	212	212	_	_	_	_			1	1	去	去	ケウ	ケウ	古[平]照[去]_・去[平]○				524	
20-045-01	保延本法華経単字	213	213	古	古	古	古			1	1	〔朱〕平	平							524	「_」字反切上字
20-045-01	保延本法華経単字	214	214	照	照	照	照			1	1	〔朱〕去	去							524	「_」字反切下字
20-045-01	保延本法華経単字	215	215	去	去	去	去			1	1	〔朱〕平	平							524	「_」字反切上字
20-045-01	保延本法華経単字	216	216	陳	陳	陳	陳			1	1	上濁	上濁	チン	チン	直[入濁]人[去]_				531	
20-045-01	保延本法華経単字	217	217	直	直	直	直			1	1	〔朱〕入濁	入濁							531	「陳」字反切上字
20-045-01	保延本法華経単字	218	218	人	人	人	人			1	1	〔朱〕去	去							531	「陳」字反切下字
20-045-01	保延本法華経単字	219	219	摩	摩	摩	摩			1	1	平	平	マ	マ	莫[入]波[去]_・无[去]波[去]_・〔上欄〕莫破[平]				532	上欄「莫」字は声点虫損か
20-045-01	保延本法華経単字	220	220	莫	莫	莫	莫			1	1	〔朱〕入	入							532	「摩」字反切上字
20-045-01	保延本法華経単字	221	221	波	波	波	波			1	1	〔朱〕去	去							532	「摩」字反切下字
20-045-01	保延本法華経単字	222	222	无	无	无	无			1	1	〔朱〕去	去							532	「摩」字反切上字
20-045-01	保延本法華経単字	223	223	波	波	波	波			1	1	〔朱〕去	去							532	「摩」字反切下字
20-045-01	保延本法華経単字	224	224	破	破	破	破			1	1	〔朱〕平	平							532	「摩」字反切下字。上欄墨書
20-045-01	保延本法華経単字	225	225	訶	訶	訶	訶			1	1	上	上	カ	カ	古[平]阿[上]_・去[平]○				533	
20-045-01	保延本法華経単字	226	226	古	古	古	古			1	1	〔朱〕平	平							533	「訶」字反切上字
20-045-01	保延本法華経単字	227	227	阿	阿	阿	阿			1	1	〔朱〕上	上							533	「訶」字反切下字
20-045-01	保延本法華経単字	228	228	去	去	去	去			1	1	〔朱〕平	平							533	「訶」字反切上字
20-045-01	保延本法華経単字	229	229	迦	迦	迦	迦			1	1	上	上	カ	カ	加[平]阿[上]_・去[平]○				534	
20-045-01	保延本法華経単字	230	230	加	加	加	加			1	1	〔朱〕平	平							534	「迦」字反切上字
20-045-01	保延本法華経単字	231	231	阿	阿	阿	阿			1	1	〔朱〕上	上							534	「迦」字反切下字
20-045-01	保延本法華経単字	232	232	去	去	去	去			1	1	〔朱〕平	平							534	「迦」字反切上字
20-045-01	保延本法華経単字	233	233	葉	葉	葉	葉			1	1	入	入	セウ	セウ	之[去]葉[入]_・○始[平]				541	
20-045-01	保延本法華経単字	234	234	之	之	之	之			1	1	〔朱〕去	去							541	「葉」字反切上字
20-045-01	保延本法華経単字	235	235	葉	葉	葉	葉			1	1	〔朱〕入	入							541	「葉」字反切下字
20-045-01	保延本法華経単字	236	236	始	始	始	始			1	1	〔朱〕平	平							541	「葉」字反切上字
20-045-01	保延本法華経単字	237	237	優	優	優	優			1	1	上	上	ウ	ウ	阿[去]九[上]_・愛[平]○				542	
20-045-01	保延本法華経単字	238	238	阿	阿	阿	阿			1	1	〔朱〕去	去							542	「優」字反切上字
20-045-01	保延本法華経単字	239	239	九	九	九	九			1	1	〔朱〕上	上							542	「優」字反切下字
20-045-01	保延本法華経単字	240	240	愛	愛	愛	愛			1	1	〔朱〕平	平							542	「優」字反切上字
20-045-01	保延本法華経単字	241	241	樓	樓	樓	樓			1	1	上	上	ル	ル	力[入]九[上]_・漏[平]隻[上]_・漏[平]九[上]				543	
20-045-01	保延本法華経単字	242	242	力	力	力	力			1	1	〔朱〕入	入							543	「樓」字反切上字
20-045-01	保延本法華経単字	243	243	九	九	九	九			1	1	〔朱〕上	上							543	「樓」字反切下字
20-045-01	保延本法華経単字	244	244	漏	漏	漏	漏			1	1	〔朱〕平	平							543	「樓」字反切上字
20-045-01	保延本法華経単字	245	245	隻	隻	隻	隻			1	1	〔朱〕上	上							543	「樓」字反切下字
20-045-01	保延本法華経単字	246	246	漏	漏	漏	漏			1	1	〔朱〕平	平							543	「樓」字反切上字
20-045-01	保延本法華経単字	247	247	九	九	九	九			1	1	〔朱〕上	上							543	「樓」字反切下字
20-045-01	保延本法華経単字	248	248	頻	頻	頻	頻			1	1	上濁	上濁	ヒン	ヒン	部[平濁]真[上]_				544	
20-045-01	保延本法華経単字	249	249	部	部	部	部			1	1	〔朱〕平濁	平濁							544	「頻」字反切上字
